시군구,번지,본번,부번,단지명,단지명길이,전용면적(㎡),계약년월,계약년,계약월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200909,2009,9,4,"14,700",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200909,2009,9,6,"12,900",2,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200909,2009,9,13,"14,600",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200909,2009,9,19,"15,000",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200909,2009,9,20,"13,500",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200910,2009,10,12,"13,750",3,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200910,2009,10,18,"13,750",3,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200910,2009,10,25,"15,250",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200910,2009,10,29,"13,950",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200911,2009,11,16,"15,010",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200801,2008,1,11,"14,800",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200801,2008,1,20,"13,600",8,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200801,2008,1,31,"13,000",4,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200802,2008,2,14,"13,500",4,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200802,2008,2,20,"14,000",5,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200802,2008,2,23,"13,900",8,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200803,2008,3,12,"14,000",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200803,2008,3,18,"13,850",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200803,2008,3,27,"11,940",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200804,2008,4,9,"13,350",2,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200804,2008,4,11,"14,400",5,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200804,2008,4,24,"13,900",5,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200805,2008,5,9,"14,000",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200806,2008,6,14,"14,500",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200806,2008,6,20,"14,300",3,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200809,2008,9,18,"15,000",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200809,2008,9,29,"13,700",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200810,2008,10,10,"14,900",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200810,2008,10,24,"14,500",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200812,2008,12,23,"13,600",1,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200701,2007,1,3,"13,000",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200701,2007,1,25,"13,400",3,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200702,2007,2,1,"14,000",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200702,2007,2,8,"14,500",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200702,2007,2,20,"14,900",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200702,2007,2,23,"13,800",15,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200702,2007,2,27,"15,000",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200704,2007,4,2,"14,400",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200704,2007,4,10,"14,600",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200705,2007,5,1,"13,200",15,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200705,2007,5,23,"13,050",3,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200706,2007,6,1,"10,500",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200706,2007,6,27,"13,300",2,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,2,"14,000",1,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,10,"13,500",2,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,11,"13,900",7,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,22,"14,500",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,28,"14,100",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200707,2007,7,31,"15,000",8,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200711,2007,11,11,"14,600",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200711,2007,11,24,"14,500",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200712,2007,12,15,"13,600",5,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200602,2006,2,7,"14,580",14,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200602,2006,2,12,"14,750",14,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200602,2006,2,27,"13,200",8,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200603,2006,3,18,"15,700",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200603,2006,3,22,"15,100",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200603,2006,3,28,"15,100",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200603,2006,3,29,"14,800",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200603,2006,3,31,"14,900",9,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200604,2006,4,25,"14,800",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200605,2006,5,8,"9,000",11,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200606,2006,6,2,"13,800",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200606,2006,6,7,"15,300",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200606,2006,6,27,"14,100",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200607,2006,7,5,"14,300",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200608,2006,8,27,"15,500",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200608,2006,8,30,"15,000",6,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200609,2006,9,1,"13,000",2,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200609,2006,9,5,"13,500",12,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200610,2006,10,1,"15,200",13,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200611,2006,11,1,"14,800",8,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200611,2006,11,28,"13,950",5,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200612,2006,12,5,"15,000",10,2003,풍서우로102번길 21,,,
광주광역시 서구 매월동,1077,1077,0,EG스위트밸리,7,84.439,200612,2006,12,31,"14,800",13,2003,풍서우로102번길 21,,,
