시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
광주광역시 서구 화정동,1712,1712,0,더샵염주센트럴파크,76.9612,202307,13,"58,700",20,2022,월드컵4강로 27,, ,직거래,-
광주광역시 서구 화정동,1712,1712,0,더샵염주센트럴파크,76.9612,202307,23,"64,000",21,2022,월드컵4강로 27,, ,중개거래,광주 서구
광주광역시 서구 화정동,930-1,930,1,라인동산,84.97,202307,18,"22,000",4,1992,염화로45번길 17,, ,중개거래,광주 서구
광주광역시 서구 화정동,930-1,930,1,라인동산,84.97,202307,26,"23,000",7,1992,염화로45번길 17,, ,중개거래,광주 서구
광주광역시 서구 화정동,858-2,858,2,럭키,52.56,202307,24,"18,000",4,1985,염화로40번길 20,, ,중개거래,광주 서구
광주광역시 서구 화정동,927-2,927,2,모아타워,121.14,202307,6,"34,440",11,1993,염화로57번길 4,,20230707,직거래,-
광주광역시 서구 화정동,127-1,127,1,무등파크맨션,84.96,202307,15,"20,000",13,1985,군분2로 45,,20230731,중개거래,광주 광산구
광주광역시 서구 화정동,858-1,858,1,우성2,59,202307,14,"15,500",3,1987,염화로40번길 6,,20230714,중개거래,광주 서구
광주광역시 서구 화정동,1611,1611,0,유니버시아드힐스테이트1단지,84.98,202307,3,"55,800",11,2016,화운로 94,, ,중개거래,광주 서구
광주광역시 서구 화정동,1611,1611,0,유니버시아드힐스테이트1단지,84.96,202307,8,"59,000",33,2016,화운로 94,, ,중개거래,광주 서구
광주광역시 서구 화정동,1611,1611,0,유니버시아드힐스테이트1단지,84.98,202307,15,"58,000",13,2016,화운로 94,, ,중개거래,광주 서구
광주광역시 서구 화정동,1611,1611,0,유니버시아드힐스테이트1단지,84.98,202307,27,"57,800",17,2016,화운로 94,, ,중개거래,"광주 광산구, 광주 서구"
광주광역시 서구 화정동,1610,1610,0,유니버시아드힐스테이트2단지,84.98,202307,8,"54,500",13,2016,화정로 211,, ,중개거래,광주 서구
광주광역시 서구 화정동,1610,1610,0,유니버시아드힐스테이트2단지,84.97,202307,8,"53,500",19,2016,화정로 211,20230724, ,중개거래,광주 서구
광주광역시 서구 화정동,1610,1610,0,유니버시아드힐스테이트2단지,84.97,202307,19,"52,400",4,2016,화정로 211,, ,중개거래,"광주 북구, 광주 서구"
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,84.97,202307,1,"59,000",12,2016,화운로 24,, ,중개거래,광주 서구
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,101.96,202307,7,"75,000",21,2016,화운로 24,20230731, ,중개거래,광주 서구
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,101.96,202307,9,"92,000",25,2016,화운로 24,, ,중개거래,광주 서구
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,84.97,202307,13,"63,000",27,2016,화운로 24,, ,중개거래,광주 서구
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,84.98,202307,19,"55,800",5,2016,화운로 24,, ,중개거래,"광주 동구, 광주 서구"
광주광역시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,84.98,202307,30,"60,000",22,2016,화운로 24,, ,중개거래,"광주 광산구, 광주 서구"
광주광역시 서구 화정동,23-37,23,37,유탑유블레스,19.7906,202307,15,"5,850",8,2013,내방로 349,,20230731,중개거래,광주 서구
광주광역시 서구 화정동,858-3,858,3,태영,59.93,202307,4,"19,500",10,1989,염화로40번길 20-1,, ,중개거래,광주 서구
광주광역시 서구 화정동,858-3,858,3,태영,54.04,202307,5,"11,500",11,1989,염화로40번길 20-1,, ,중개거래,광주 서구
광주광역시 서구 화정동,1023,1023,0,한양,84.99,202307,4,"19,100",2,1998,월드컵4강로28번길 46,,20230710,중개거래,광주 서구
광주광역시 서구 화정동,1023,1023,0,한양,59.972,202307,28,"12,000",8,1998,월드컵4강로28번길 46,,20230731,직거래,-
광주광역시 서구 화정동,23-20,23,20,해광샹그릴라센트럴337,80.6131,202307,1,"26,700",7,2017,내방로 337,,20230703,중개거래,광주 서구
광주광역시 서구 화정동,23-20,23,20,해광샹그릴라센트럴337,54.6212,202307,31,"17,700",2,2017,내방로 337,, ,중개거래,광주 동구
광주광역시 서구 화정동,859-1,859,1,현대(859-1),60,202307,5,"17,200",4,1987,월드컵4강로 22,,20230710,중개거래,광주 서구
광주광역시 서구 화정동,859-1,859,1,현대(859-1),53.46,202307,21,"13,100",11,1987,월드컵4강로 22,, ,중개거래,광주 서구
광주광역시 서구 화정동,1701,1701,0,화정동고운하이플러스,84.2401,202307,19,"35,800",10,2014,화운로99번길 20,, ,중개거래,광주 서구
광주광역시 서구 화정동,1701,1701,0,화정동고운하이플러스,84.2401,202307,24,"30,900",3,2014,화운로99번길 20,, ,중개거래,"광주 동구, 광주 서구"
광주광역시 서구 화정동,1295,1295,0,화정동영무예다음,59.6134,202307,12,"14,300",10,2003,화운로23번길 7-31,,20230712,중개거래,광주 서구
광주광역시 서구 화정동,1295,1295,0,화정동영무예다음,59.6134,202307,14,"13,600",11,2003,화운로23번길 7-31,,20230731,중개거래,광주 서구
광주광역시 서구 화정동,440,440,0,화정우미,59.83,202307,6,"16,500",9,1996,염화로31번길 23,, ,중개거래,광주 서구
광주광역시 서구 화정동,440,440,0,화정우미,59.83,202307,6,"16,500",9,1996,염화로31번길 23,, ,중개거래,광주 서구
광주광역시 서구 화정동,440,440,0,화정우미,59.83,202307,13,"17,000",17,1996,염화로31번길 23,,20230726,중개거래,광주 서구
