,시군구,단지명,전용면적(㎡),계약년월,계약일,계약날짜,층,건축나이,거래건수,기준금리,법정동코드,지하철역수,거래금액(만원),예측 금액
635,광주광역시 북구 두암동,율곡타운(주공1),41.85,202307,15,2023-07-15,14,30,28,3.5,2917011400,0,"10,300",16337.215310690459
1107,광주광역시 서구 화정동,대주피오레,123.9271,202307,15,2023-07-15,16,16,42,3.5,2914011900,1,"48,000",44327.5795489843
246,광주광역시 광산구 운남동,삼성,70.97,202307,15,2023-07-15,19,27,31,3.5,2920012000,0,"18,300",24117.637541744392
245,광주광역시 광산구 운남동,삼성,70.97,202307,15,2023-07-15,13,27,31,3.5,2920012000,0,"16,600",23720.627837210894
853,광주광역시 북구 운암동,운암해피아이유,58.323,202307,15,2023-07-15,7,5,21,3.5,2917010900,0,"19,300",32374.422843663953
644,광주광역시 북구 두암동,중흥에스-클래스,150.0024,202307,15,2023-07-15,20,17,28,3.5,2917011400,0,"49,000",49322.62377597438
535,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9265,202307,15,2023-07-15,15,4,18,3.5,2911012600,1,"49,500",41963.596003994346
778,광주광역시 북구 연제동,힐스테이트연제,84.9934,202307,15,2023-07-15,15,3,21,3.5,2917012900,0,"49,300",40335.45043894835
263,광주광역시 광산구 운남동,운남주공7단지,39.99,202307,15,2023-07-15,9,22,31,3.5,2920012000,0,"11,700",18490.28887962317
99,광주광역시 광산구 수완동,모아엘가,84.9331,202307,15,2023-07-15,20,14,17,3.5,2920011400,0,"67,500",34076.37059850944
17,광주광역시 광산구 도산동,호반2차,59.95,202307,15,2023-07-15,2,25,19,3.5,2920010200,1,"13,000",21350.58517673798
292,광주광역시 광산구 월곡동,운남주공9단지,84.75,202307,15,2023-07-15,4,20,10,3.5,2920012800,0,"26,900",29975.372980550397
462,광주광역시 남구 진월동,아남,84.9,202307,15,2023-07-15,10,26,24,3.5,2915510800,0,"25,800",28995.914843422826
569,광주광역시 동구 학동,학2마을아파트,84.8,202307,15,2023-07-15,17,12,20,3.5,2911012200,2,"35,800",38056.78164455807
570,광주광역시 동구 학동,학2마을아파트,84.78,202307,15,2023-07-15,2,12,20,3.5,2911012200,2,"37,000",37059.43501613848
980,광주광역시 서구 동천동,우미린,131.2954,202307,15,2023-07-15,5,16,14,3.5,2914013300,0,"70,000",45405.302691665944
728,광주광역시 북구 신용동,광주첨단2지구호반베르디움2단지,84.984,202307,15,2023-07-15,11,10,32,3.5,2917013000,0,"52,000",36551.05561367562
950,광주광역시 서구 금호동,중흥,59.55,202307,15,2023-07-15,11,23,41,3.5,2914013000,0,"18,500",24969.043428701814
1083,광주광역시 서구 풍암동,부영APT(신암마을),80.1864,202307,15,2023-07-15,12,23,26,3.5,2914012800,0,"29,500",30026.87023322191
558,광주광역시 동구 학동,무등산아이파크,84.7496,202307,15,2023-07-15,2,6,20,3.5,2911012200,2,"57,500",40057.12197061069
1090,광주광역시 서구 풍암동,우미광장,59.955,202307,15,2023-07-15,18,23,26,3.5,2914012800,0,"18,700",25545.71806540666
167,광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,15,2023-07-15,4,17,38,3.5,2920011800,0,"20,500",25420.35567555437
168,광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,15,2023-07-15,12,17,38,3.5,2920011800,0,"22,600",25949.70194826601
1119,광주광역시 서구 화정동,유니버시아드힐스테이트1단지,84.98,202307,15,2023-07-15,13,7,42,3.5,2914011900,1,"58,000",39245.73947023228
960,광주광역시 서구 내방동,내방마을주공,39.93,202307,15,2023-07-15,9,21,6,3.5,2914012100,0,"10,500",21144.76042410452
279,광주광역시 광산구 월계동,첨단대우,99.9,202307,15,2023-07-15,12,26,18,3.5,2920011500,0,"40,000",31144.697531779297
589,광주광역시 북구 각화동,휴먼파크서희스타힐스,76.7843,202307,15,2023-07-15,8,6,25,3.5,2917011300,0,"34,500",36386.764500536025
545,광주광역시 동구 용산동,용산지구모아엘가에듀파크,84.9272,202307,15,2023-07-15,15,4,18,3.5,2911012600,1,"51,000",41963.76478684228
454,광주광역시 남구 진월동,금광하늘연가,130.8746,202307,15,2023-07-15,4,18,24,3.5,2915510800,0,"59,000",43690.91429851251
1130,광주광역시 서구 화정동,유탑유블레스,19.7906,202307,15,2023-07-15,8,10,42,3.5,2914011900,1,"5,850",21694.02873045625
1091,광주광역시 서구 풍암동,우미광장,59.955,202307,15,2023-07-15,11,23,26,3.5,2914012800,0,"17,000",25082.54007678386
733,광주광역시 북구 신용동,용두주공,59.99,202307,15,2023-07-15,2,25,32,3.5,2917013000,0,"16,500",22416.486529428046
698,광주광역시 북구 북동,정한파인시티,47.3,202307,15,2023-07-15,10,6,4,3.5,2917010400,0,"26,000",29432.297701296862
697,광주광역시 북구 북동,정한파인시티,47.3,202307,15,2023-07-15,8,6,4,3.5,2917010400,0,"26,000",29299.96113311872
20,광주광역시 광산구 도천동,중흥2차,59.76,202307,15,2023-07-15,15,28,2,3.5,2920011300,0,"9,400",20679.934529200662
1092,광주광역시 서구 풍암동,우미광장,33.7075,202307,16,2023-07-16,15,23,26,3.5,2914012800,0,"8,100",19018.45920973504
127,광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,16,2023-07-16,4,11,35,3.5,2920011900,0,"62,000",34489.242347041145
106,광주광역시 광산구 수완동,우미린2차,84.9547,202307,16,2023-07-16,16,15,17,3.5,2920011400,0,"50,700",33316.069459865335
384,광주광역시 남구 봉선동,봉선2차남양휴튼,124.6235,202307,16,2023-07-16,6,12,39,3.5,2915511500,0,"115,000",45304.99067263678
538,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9717,202307,16,2023-07-16,15,4,18,3.5,2911012600,1,"51,400",41974.49455360696
328,광주광역시 광산구 장덕동,현진에버빌2단지,84.9568,202307,16,2023-07-16,7,14,30,3.5,2920012300,0,"50,000",33207.90678906953
189,광주광역시 광산구 신촌동,중도다이아빌,57.5562,202307,16,2023-07-16,2,20,2,3.5,2920010400,1,"8,500",23295.380754500162
496,광주광역시 동구 계림동,그랜드센트럴,84.9647,202307,16,2023-07-16,28,3,26,3.5,2911010900,0,"56,500",43326.025531029794
1074,광주광역시 서구 치평동,현대,84.75,202307,16,2023-07-16,19,25,32,3.5,2914012000,0,"38,500",30582.72027816018
537,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,106.6583,202307,16,2023-07-16,7,4,18,3.5,2911012600,1,"67,500",46674.185582361184
217,광주광역시 광산구 우산동,송광1,59.94,202307,16,2023-07-16,3,29,35,3.5,2920010900,0,"7,500",19393.92395216087
590,광주광역시 북구 각화동,휴먼파크서희스타힐스,76.7843,202307,16,2023-07-16,5,6,25,3.5,2917011300,0,"36,000",36188.25964826904
706,광주광역시 북구 삼각동,삼각동서라,59.965,202307,17,2023-07-17,6,28,15,3.5,2917011600,0,"10,500",21190.998291453347
35,광주광역시 광산구 산월동,호반리젠시빌3,72.504,202307,17,2023-07-17,9,20,17,3.5,2920011700,0,"27,000",27346.511291622184
828,광주광역시 북구 용봉동,용봉동금호어울림,125.5959,202307,17,2023-07-17,10,18,19,3.5,2917010700,0,"47,000",42284.96293749055
832,광주광역시 북구 용봉동,유창하이리빙맨션1,84.84,202307,17,2023-07-17,5,30,19,3.5,2917010700,0,"12,250",26117.09207783034
383,광주광역시 남구 봉선동,무등파크3차(1단지),59.76,202307,17,2023-07-17,11,31,39,3.5,2915511500,0,"16,000",20480.164705557283
662,광주광역시 북구 문흥동,대주2,49.98,202307,17,2023-07-17,14,35,26,3.5,2917011200,0,"7,600",15795.501108088065
1102,광주광역시 서구 풍암동,현대,59.95,202307,17,2023-07-17,20,23,26,3.5,2914012800,0,"14,800",25676.84904181352
497,광주광역시 동구 계림동,그랜드센트럴,59.9048,202307,17,2023-07-17,15,3,26,3.5,2911010900,0,"41,000",36423.43599198619
772,광주광역시 북구 연제동,현대,84.945,202307,17,2023-07-17,1,31,21,3.5,2917012900,0,"14,000",25374.01188862603
374,광주광역시 남구 봉선동,금호타운1,84.52,202307,17,2023-07-17,15,30,39,3.5,2915511500,0,"40,500",27215.764452097937
673,광주광역시 북구 문흥동,주공,45.77,202307,17,2023-07-17,15,33,26,3.5,2917011200,0,"9,000",15848.233438228723
810,광주광역시 북구 용두동,우방아이유쉘아파트,84.9712,202307,17,2023-07-17,10,5,11,3.5,2917013100,0,"42,000",39008.027358241845
107,광주광역시 광산구 수완동,우미린2차,84.9547,202307,17,2023-07-17,4,15,17,3.5,2920011400,0,"44,800",32522.050050797872
53,광주광역시 광산구 산정동,태양,32.28,202307,17,2023-07-17,9,35,19,3.5,2920012700,0,"6,000",10132.764277709182
280,광주광역시 광산구 월계동,첨단대우,89.04,202307,17,2023-07-17,12,26,18,3.5,2920011500,0,"30,500",28526.152204530314
108,광주광역시 광산구 수완동,우미린2차,84.9547,202307,17,2023-07-17,4,15,17,3.5,2920011400,0,"44,800",32522.050050797872
833,광주광역시 북구 용봉동,유창하이리빙맨션1,84.84,202307,17,2023-07-17,5,30,19,3.5,2917010700,0,"12,250",26117.09207783034
333,광주광역시 광산구 하남동,부영사랑으로,84.8198,202307,17,2023-07-17,12,14,12,3.5,2920012500,0,"28,000",33524.57038343791
1002,광주광역시 서구 쌍촌동,광명하이츠,84.96,202307,17,2023-07-17,17,31,39,3.5,2914011800,2,"16,500",27488.712591165677
28,광주광역시 광산구 산월동,부영그린타운,84.8512,202307,17,2023-07-17,6,18,17,3.5,2920011700,0,"31,000",31126.81530053867
652,광주광역시 북구 매곡동,삼익,84.87,202307,17,2023-07-17,7,31,8,3.5,2917011700,0,"16,200",25767.035430418793
974,광주광역시 서구 농성동,삼익,122.08,202307,17,2023-07-17,8,40,12,3.5,2914010600,2,"41,000",31364.804461214226
82,광주광역시 광산구 송정동,광신프로그레스,84.898,202307,17,2023-07-17,14,16,17,3.5,2920010100,2,"39,000",32669.68938997388
1013,광주광역시 서구 쌍촌동,모아제일,84.9,202307,17,2023-07-17,10,25,39,3.5,2914011800,2,"25,000",30016.084453729913
993,광주광역시 서구 마륵동,상무양우내안애,84.6701,202307,17,2023-07-17,2,3,7,3.5,2914013100,2,"48,500",40482.8841110412
925,광주광역시 서구 금호동,남양파크,112.86,202307,17,2023-07-17,7,23,41,3.5,2914013000,0,"35,000",37558.38975787582
899,광주광역시 북구 임동,한국아델리움2차,84.9308,202307,17,2023-07-17,3,16,9,3.5,2917010500,0,"39,000",33028.94155333331
898,광주광역시 북구 임동,한국아델리움2차,84.9308,202307,17,2023-07-17,3,16,9,3.5,2917010500,0,"39,000",33028.94155333331
933,광주광역시 서구 금호동,모아엘가,75.03,202307,17,2023-07-17,8,25,41,3.5,2914013000,0,"27,000",27501.378382877912
881,광주광역시 북구 일곡동,청솔4차,48.45,202307,17,2023-07-17,6,22,30,3.5,2917012700,0,"9,000",21403.37240235228
617,광주광역시 북구 동림동,운암산코오롱하늘채,64.2602,202307,17,2023-07-17,11,5,22,3.5,2917010800,0,"35,000",34069.648082469124
431,광주광역시 남구 임암동,효천시티프라디움,84.9948,202307,17,2023-07-17,14,4,13,3.5,2915511100,0,"47,300",40313.30076718936
564,광주광역시 동구 학동,학1마을,84.8,202307,17,2023-07-17,11,16,20,3.5,2911012200,2,"29,750",35656.42730506277
870,광주광역시 북구 일곡동,진로,59.36,202307,17,2023-07-17,2,26,30,3.5,2917012700,0,"17,000",21765.95587599743
961,광주광역시 서구 내방동,솔뫼타운,59.91,202307,17,2023-07-17,10,24,6,3.5,2914012100,0,"14,500",24525.964950060938
182,광주광역시 광산구 신창동,신창부영,84.7886,202307,17,2023-07-17,10,18,38,3.5,2920011800,0,"25,150",31354.27748299716
229,광주광역시 광산구 우산동,우산동중흥s-클래스리버티,84.9543,202307,17,2023-07-17,7,8,35,3.5,2920010900,0,"37,000",36207.56327099772
307,광주광역시 광산구 장덕동,부영애시앙1차,84.2801,202307,17,2023-07-17,16,15,30,3.5,2920012300,0,"29,500",33139.42039680341
636,광주광역시 북구 두암동,율곡타운(주공1),41.85,202307,17,2023-07-17,15,30,28,3.5,2917011400,0,"6,400",16403.383594779298
1051,광주광역시 서구 치평동,대우금호,59.94,202307,17,2023-07-17,12,25,32,3.5,2914012000,0,"23,300",24137.395920379553
975,광주광역시 서구 농성동,삼익,108.67,202307,17,2023-07-17,6,40,12,3.5,2914010600,2,"36,500",27999.07076242799
966,광주광역시 서구 농성동,농성SKVIEWCentral,84.9752,202307,17,2023-07-17,14,4,12,3.5,2914010600,2,"62,000",40845.26756930491
992,광주광역시 서구 마륵동,상무양우내안애,84.9014,202307,17,2023-07-17,9,3,7,3.5,2914013100,2,"53,500",41001.83277500421
593,광주광역시 북구 각화동,힐스테이트각화,59.9891,202307,18,2023-07-18,22,5,25,3.5,2917011300,0,"32,000",33764.32565307664
779,광주광역시 북구 연제동,힐스테이트연제,84.9934,202307,18,2023-07-18,8,3,21,3.5,2917012900,0,"50,000",39872.272450325545
15,광주광역시 광산구 도산동,호반1,59.95,202307,18,2023-07-18,12,28,19,3.5,2920010200,1,"13,000",20509.75954140583
30,광주광역시 광산구 산월동,부영사랑으로7차,84.9931,202307,18,2023-07-18,3,16,17,3.5,2920011700,0,"30,800",31964.197460222524
1003,광주광역시 서구 쌍촌동,광명하이츠,84.96,202307,18,2023-07-18,3,31,39,3.5,2914011800,2,"18,100",26562.35661392007
345,광주광역시 광산구 흑석동,수완이지더원,59.8832,202307,18,2023-07-18,4,11,6,3.5,2920012400,0,"30,000",28491.405259486753
33,광주광역시 광산구 산월동,호반리젠시빌2,84.3979,202307,18,2023-07-18,5,20,17,3.5,2920011700,0,"29,000",29949.675748983864
297,광주광역시 광산구 월곡동,한성2차,49.98,202307,18,2023-07-18,11,32,10,3.5,2920012800,0,"9,000",16044.831886714324
583,광주광역시 북구 각화동,각화센트럴파크서희스타힐스,72.9796,202307,18,2023-07-18,24,3,25,3.5,2917011300,0,"35,500",38030.58251973288
1027,광주광역시 서구 쌍촌동,상무힐스테이트,190.7811,202307,18,2023-07-18,7,13,39,3.5,2914011800,2,"113,000",61357.490085445344
707,광주광역시 북구 삼각동,삼각동서라,59.965,202307,18,2023-07-18,13,28,15,3.5,2917011600,0,"12,800",21654.17628007615
157,광주광역시 광산구 신창동,신창2차부영,84.7886,202307,18,2023-07-18,1,18,38,3.5,2920011800,0,"27,500",30758.762926197145
918,광주광역시 서구 금호동,금호2지구도시공사,59.8,202307,18,2023-07-18,8,24,41,3.5,2914013000,0,"17,150",24329.982006258797
347,광주광역시 남구 노대동,남양휴튼,121.2466,202307,18,2023-07-18,7,14,3,3.5,2915510700,0,"67,500",43593.39321585884
1004,광주광역시 서구 쌍촌동,광명하이츠,84.96,202307,18,2023-07-18,25,31,39,3.5,2914011800,2,"17,800",28018.05886387732
147,광주광역시 광산구 신가동,한양수자인,84.8894,202307,18,2023-07-18,15,14,35,3.5,2920011900,0,"47,000",33715.88703491213
409,광주광역시 남구 봉선동,한국아델리움1단지,192.6903,202307,18,2023-07-18,8,17,39,3.5,2915511500,0,"191,000",59345.3012427669
1065,광주광역시 서구 치평동,중흥(1168-1),84.93,202307,18,2023-07-18,1,26,32,3.5,2914012000,0,"35,600",28934.25630958518
63,광주광역시 광산구 선암동,선운지구해광샹그릴라,82.2457,202307,18,2023-07-18,11,9,6,3.5,2920010700,0,"40,000",35348.871620478574
523,광주광역시 동구 소태동,무등산골드클래스,84.9603,202307,18,2023-07-18,21,5,9,3.5,2911011900,1,"51,500",41877.632624521386
525,광주광역시 동구 소태동,온세계아이조움,84.9453,202307,18,2023-07-18,3,17,9,3.5,2911011900,1,"25,000",34672.95283072116
856,광주광역시 북구 운암동,일신2,59.82,202307,18,2023-07-18,11,32,21,3.5,2917010900,0,"10,700",19477.473870354705
224,광주광역시 광산구 우산동,우산동동부센트레빌,84.922,202307,18,2023-07-18,14,4,35,3.5,2920010900,0,"35,500",38666.29777173931
77,광주광역시 광산구 소촌동,소촌동대성베르힐,84.931,202307,18,2023-07-18,12,12,17,3.5,2920010800,0,"28,500",34548.404479832854
222,광주광역시 광산구 우산동,에드가리움,49.6349,202307,18,2023-07-18,6,6,35,3.5,2920010900,0,"12,000",28626.91170298541
138,광주광역시 광산구 신가동,중흥2,84.66,202307,18,2023-07-18,9,25,35,3.5,2920011900,0,"25,000",27754.36703376705
632,광주광역시 북구 두암동,부영,60.0,202307,18,2023-07-18,9,35,28,3.5,2917011400,0,"12,000",17878.49122633878
822,광주광역시 북구 용봉동,모아미래도,36.0791,202307,18,2023-07-18,11,22,19,3.5,2917010700,0,"9,470",18763.643092114944
792,광주광역시 북구 오치동,우성,84.94,202307,18,2023-07-18,11,31,23,3.5,2917011500,0,"16,500",26032.885927030817
625,광주광역시 북구 두암동,모아미래도,84.9822,202307,18,2023-07-18,7,20,28,3.5,2917011400,0,"22,800",31282.363989027217
1101,광주광역시 서구 풍암동,한신,59.79,202307,18,2023-07-18,13,23,26,3.5,2914012800,0,"14,200",25175.0921165091
214,광주광역시 광산구 우산동,세계수영선수촌 중흥에스-클래스 센트럴,59.9323,202307,18,2023-07-18,7,3,35,3.5,2920010900,0,"30,000",32678.480604439508
54,광주광역시 광산구 산정동,태양,32.28,202307,18,2023-07-18,9,35,19,3.5,2920012700,0,"5,900",10132.764277709182
1111,광주광역시 서구 화정동,라인동산,84.97,202307,18,2023-07-18,4,31,42,3.5,2914011900,1,"22,000",26627.745920120273
802,광주광역시 북구 오치동,주공,44.52,202307,18,2023-07-18,13,31,23,3.5,2917011500,0,"9,000",16419.218616073485
801,광주광역시 북구 오치동,주공,44.94,202307,18,2023-07-18,4,31,23,3.5,2917011500,0,"6,800",15924.973768061493
603,광주광역시 북구 동림동,동림푸른주공3,59.99,202307,18,2023-07-18,10,26,22,3.5,2917010800,0,"16,300",22456.296868477017
187,광주광역시 광산구 신창동,중흥1,59.94,202307,18,2023-07-18,3,28,38,3.5,2920011800,0,"13,000",19891.28436933877
264,광주광역시 광산구 운남동,운남주공7단지,49.83,202307,18,2023-07-18,17,22,31,3.5,2920012000,0,"13,000",21392.239758240525
1076,광주광역시 서구 치평동,호반,59.91,202307,18,2023-07-18,10,25,32,3.5,2914012000,0,"19,000",23997.82580157416
539,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9717,202307,18,2023-07-18,12,4,18,3.5,2911012600,1,"50,500",41775.989701339975
45,광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,19,2023-07-19,16,15,19,3.5,2920012700,0,"30,000",33280.97555021895
827,광주광역시 북구 용봉동,용봉3차대주파크빌,84.5458,202307,19,2023-07-19,10,18,19,3.5,2917010700,0,"31,000",32387.030383335892
48,광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,19,2023-07-19,20,15,19,3.5,2920012700,0,"32,000",33545.64868657524
113,광주광역시 광산구 수완동,코오롱하늘채,123.38,202307,19,2023-07-19,1,15,17,3.5,2920011400,0,"93,600",41588.59029642679
128,광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,19,2023-07-19,9,11,35,3.5,2920011900,0,"65,700",34820.08376748627
100,광주광역시 광산구 수완동,모아엘가,84.9331,202307,19,2023-07-19,1,14,17,3.5,2920011400,0,"62,000",32819.173200819176
135,광주광역시 광산구 신가동,신창7차부영사랑으로,84.9931,202307,19,2023-07-19,14,17,35,3.5,2920011900,0,"30,500",32172.214247938246
1017,광주광역시 서구 쌍촌동,빛고을파크,59.85,202307,19,2023-07-19,10,32,39,3.5,2914011800,2,"13,200",20470.216568367556
142,광주광역시 광산구 신가동,중흥S클래스1단지,84.4012,202307,19,2023-07-19,6,14,35,3.5,2920011900,0,"58,500",33002.658497562166
962,광주광역시 서구 내방동,솔뫼타운,46.365,202307,19,2023-07-19,11,24,6,3.5,2914012100,0,"10,200",21326.18512571603
153,광주광역시 광산구 신창동,신가부영,84.9873,202307,19,2023-07-19,8,22,38,3.5,2920011800,0,"27,900",29266.506496849936
1025,광주광역시 서구 쌍촌동,상무한국아델리움,84.9546,202307,19,2023-07-19,20,4,39,3.5,2914011800,2,"44,000",41208.491690310184
93,광주광역시 광산구 송정동,송정뜰안애,16.8123,202307,19,2023-07-19,4,9,17,3.5,2920010100,2,"5,400",19097.147727716714
197,광주광역시 광산구 쌍암동,한양에드가301동,26.36,202307,19,2023-07-19,4,10,15,3.5,2920011600,0,"4,950",20900.00479312893
829,광주광역시 북구 용봉동,용봉동아델리움인비엔날레,84.8097,202307,19,2023-07-19,9,6,19,3.5,2917010700,0,"45,500",38394.527137821075
823,광주광역시 북구 용봉동,모아미래도,84.2328,202307,19,2023-07-19,8,22,19,3.5,2917010700,0,"25,300",30175.87913531391
817,광주광역시 북구 용두동,첨단진아리채,84.9821,202307,19,2023-07-19,16,3,11,3.5,2917013100,0,"47,700",40409.337570317555
803,광주광역시 북구 오치동,주공,52.09,202307,19,2023-07-19,10,31,23,3.5,2917011500,0,"12,500",18045.979705544654
790,광주광역시 북구 오치동,무등파크,84.24,202307,19,2023-07-19,7,31,23,3.5,2917011500,0,"15,000",25599.429942694027
1067,광주광역시 서구 치평동,중흥(1168-9),106.83,202307,19,2023-07-19,6,26,32,3.5,2914012000,0,"48,700",34545.58968829503
294,광주광역시 광산구 월곡동,일신,84.51,202307,19,2023-07-19,8,31,10,3.5,2920012800,0,"22,000",24672.979965739883
761,광주광역시 북구 양산동,호반,37.83,202307,19,2023-07-19,12,26,14,3.5,2917012800,0,"7,700",17253.148659727536
301,광주광역시 광산구 장덕동,골드클래스,74.9851,202307,19,2023-07-19,8,10,30,3.5,2920012300,0,"40,000",32873.05981495837
323,광주광역시 광산구 장덕동,수완지구호반베르디움2차,84.9462,202307,19,2023-07-19,11,10,30,3.5,2920012300,0,"49,000",35473.368705831934
46,광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,19,2023-07-19,15,15,19,3.5,2920012700,0,"28,000",33214.80726612965
620,광주광역시 북구 두암동,광신(11동),83.88,202307,19,2023-07-19,13,39,28,3.5,2917011400,0,"11,100",21897.726027430035
1139,광주광역시 서구 화정동,화정동고운하이플러스,84.2401,202307,19,2023-07-19,10,9,42,3.5,2914011900,1,"35,800",37867.15883016866
483,광주광역시 남구 행암동,효천남해오네뜨1단지,74.97,202307,19,2023-07-19,2,9,10,3.5,2915511000,0,"28,000",34601.127448078245
540,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,84.9717,202307,19,2023-07-19,19,4,18,3.5,2911012600,1,"50,400",42239.16768996278
1128,광주광역시 서구 화정동,유니버시아드힐스테이트3단지,84.98,202307,19,2023-07-19,5,7,42,3.5,2914011900,1,"55,800",38716.393197520636
1123,광주광역시 서구 화정동,유니버시아드힐스테이트2단지,84.97,202307,19,2023-07-19,4,7,42,3.5,2914011900,1,"52,400",38647.813729889225
565,광주광역시 동구 학동,학1마을,59.7,202307,19,2023-07-19,14,16,20,3.5,2911012200,2,"24,500",29802.861465436872
441,광주광역시 남구 주월동,무등파크1,84.63,202307,19,2023-07-19,8,32,16,3.5,2915510600,0,"16,000",25801.94266595831
432,광주광역시 남구 임암동,효천시티프라디움,84.9984,202307,19,2023-07-19,5,4,13,3.5,2915511100,0,"39,300",39718.654236464296
1080,광주광역시 서구 풍암동,동부센트레빌,84.601,202307,19,2023-07-19,5,20,26,3.5,2914012800,0,"36,500",32130.64180753054
392,광주광역시 남구 봉선동,삼익1,84.96,202307,19,2023-07-19,10,33,39,3.5,2915511500,0,"40,700",25488.506631305907
27,광주광역시 광산구 산월동,부영3,84.7886,202307,19,2023-07-19,12,18,17,3.5,2920011700,0,"26,400",31508.73099609604
663,광주광역시 북구 문흥동,대주2,59.91,202307,19,2023-07-19,8,35,26,3.5,2917011200,0,"9,500",17792.79666134296
369,광주광역시 남구 백운동,힐스테이트백운,84.9959,202307,19,2023-07-19,18,7,13,3.5,2915510500,0,"51,500",39075.944842611905
682,광주광역시 북구 본촌동,부영사랑으로,84.9931,202307,19,2023-07-19,10,16,15,3.5,2917012600,0,"28,000",33500.08263975149
1007,광주광역시 서구 쌍촌동,광천모아엘가,72.9746,202307,19,2023-07-19,6,2,39,3.5,2914011800,2,"37,000",38395.21014652634
177,광주광역시 광산구 신창동,신창5차호반베르디움,84.9429,202307,20,2023-07-20,6,18,38,3.5,2920011800,0,"35,000",31126.808908704203
154,광주광역시 광산구 신창동,신가부영,84.9873,202307,20,2023-07-20,17,22,38,3.5,2920011800,0,"24,500",29862.02105364995
457,광주광역시 남구 진월동,대주1,84.41,202307,20,2023-07-20,1,33,24,3.5,2915510800,0,"24,700",24776.399181852583
169,광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,20,2023-07-20,11,17,38,3.5,2920011800,0,"21,800",25883.533664176706
172,광주광역시 광산구 신창동,신창3차호반베르디움,84.8581,202307,20,2023-07-20,13,18,38,3.5,2920011800,0,"34,000",31569.540060885716
584,광주광역시 북구 각화동,각화센트럴파크서희스타힐스,84.9796,202307,20,2023-07-20,18,3,25,3.5,2917011300,0,"38,700",40526.993066302966
174,광주광역시 광산구 신창동,신창5차부영사랑으로,84.9931,202307,20,2023-07-20,5,17,38,3.5,2920011800,0,"33,500",31573.580924738664
858,광주광역시 북구 운암동,코아루렉시안,84.9961,202307,20,2023-07-20,9,14,21,3.5,2917010900,0,"31,000",34430.60795815522
623,광주광역시 북구 두암동,두암현대,146.88,202307,20,2023-07-20,13,25,28,3.5,2917011400,0,"35,000",44099.88856809167
375,광주광역시 남구 봉선동,남양휴튼1차,129.3502,202307,20,2023-07-20,11,14,39,3.5,2915511500,0,"99,000",45773.85390067566
274,광주광역시 광산구 월계동,쌍용,84.99,202307,20,2023-07-20,5,27,18,3.5,2920011500,0,"34,500",26585.608722419012
882,광주광역시 북구 일곡동,청솔4차,48.45,202307,20,2023-07-20,11,22,30,3.5,2917012700,0,"10,000",21734.213822797406
683,광주광역시 북구 본촌동,부영사랑으로,84.9931,202307,20,2023-07-20,2,16,15,3.5,2917012600,0,"26,500",32970.73636703985
911,광주광역시 서구 광천동,e편한세상,84.8921,202307,20,2023-07-20,6,13,9,3.5,2914011500,0,"50,200",35791.19211895764
889,광주광역시 북구 일곡동,현대1,59.36,202307,20,2023-07-20,13,26,30,3.5,2917012700,0,"15,500",22493.807000976056
878,광주광역시 북구 일곡동,청솔2차,48.45,202307,20,2023-07-20,8,23,30,3.5,2917012700,0,"9,400",21034.87281179009
646,광주광역시 북구 두암동,현대2,99.957,202307,20,2023-07-20,13,23,28,3.5,2917011400,0,"34,000",33787.564348693006
609,광주광역시 북구 동림동,삼익,84.87,202307,20,2023-07-20,10,27,22,3.5,2917010800,0,"15,500",27954.485363692045
411,광주광역시 남구 서동,서동영무예다음,84.9373,202307,20,2023-07-20,15,6,3,3.5,2915510300,0,"38,500",39374.732888274826
339,광주광역시 광산구 하남동,하남3지구모아엘가,84.9966,202307,20,2023-07-20,10,5,12,3.5,2920012500,0,"43,000",37942.38896895619
139,광주광역시 광산구 신가동,중흥2,71.345,202307,20,2023-07-20,10,25,35,3.5,2920011900,0,"17,600",24610.044430901762
114,광주광역시 광산구 수완동,해솔마을대방노블랜드2차,84.8177,202307,20,2023-07-20,11,12,17,3.5,2920011400,0,"59,000",34454.70330110798
475,광주광역시 남구 진월동,호반,32.16,202307,20,2023-07-20,1,24,24,3.5,2915510800,0,"5,400",16685.490600500256
476,광주광역시 남구 진월동,호반,32.16,202307,20,2023-07-20,13,24,24,3.5,2915510800,0,"5,800",17479.51000956772
1014,광주광역시 서구 쌍촌동,부건빛고을,84.9278,202307,20,2023-07-20,7,18,39,3.5,2914011800,2,"27,300",33330.1358028939
