,시군구,단지명,전용면적(㎡),계약년월,계약일,계약날짜,층,건축나이,거래건수,기준금리,법정동코드,지하철역수,거래금액(만원),예측 금액
1099,광주광역시 서구 풍암동,한국,59.985,202307,20,2023-07-20,5,23,26,3.5,2914012800,0,"17,500",24692.763922878075
348,광주광역시 남구 노대동,송화마을휴먼시아5단지,84.64,202307,20,2023-07-20,11,16,3,3.5,2915510700,0,"27,000",34029.870887728874
234,광주광역시 광산구 우산동,하남우미,49.92,202307,20,2023-07-20,3,31,35,3.5,2920010900,0,"9,700",15976.245725008193
58,광주광역시 광산구 선암동,광주선운지구이지더원3단지,72.6814,202307,20,2023-07-20,22,7,6,3.5,2920010700,0,"38,200",34772.26678730175
527,광주광역시 동구 소태동,진아하이빌,83.3199,202307,20,2023-07-20,11,20,9,3.5,2911011900,1,"26,500",33307.87685419945
1081,광주광역시 서구 풍암동,동부센트레빌,114.989,202307,20,2023-07-20,10,20,26,3.5,2914012800,0,"44,000",39788.58777718758
207,광주광역시 광산구 우산동,동산아파트,59.61,202307,21,2023-07-21,3,32,35,3.5,2920010900,0,"12,900",17811.84641903499
230,광주광역시 광산구 우산동,우산동중흥s-클래스리버티,84.9543,202307,21,2023-07-21,12,8,35,3.5,2920010900,0,"38,500",36538.40469144238
1053,광주광역시 서구 치평동,라인대주,59.87,202307,21,2023-07-21,15,26,32,3.5,2914012000,0,"29,000",23818.186329108197
624,광주광역시 북구 두암동,두암현대,84.97,202307,21,2023-07-21,4,25,28,3.5,2917011400,0,"21,500",28576.736699136905
839,광주광역시 북구 우산동,현대,115.15,202307,21,2023-07-21,5,32,2,3.5,2917011000,0,"27,000",32441.4852808984
26,광주광역시 광산구 산월동,부영2차,84.7886,202307,21,2023-07-21,13,19,17,3.5,2920011700,0,"25,500",31074.063121444546
890,광주광역시 북구 일곡동,현대2,59.36,202307,21,2023-07-21,4,25,30,3.5,2917012700,0,"17,500",22399.128602915443
653,광주광역시 북구 매곡동,삼익,84.87,202307,21,2023-07-21,1,31,8,3.5,2917011700,0,"16,000",25370.02572588576
641,광주광역시 북구 두암동,주공3,41.85,202307,21,2023-07-21,2,29,28,3.5,2917011400,0,"6,400",16044.032060362864
433,광주광역시 남구 임암동,효천시티프라디움,84.9963,202307,21,2023-07-21,17,4,13,3.5,2915511100,0,"50,000",40512.16729698749
438,광주광역시 남구 주월동,라인가든1,59.4,202307,21,2023-07-21,11,38,16,3.5,2915510600,0,"8,500",16912.014487836044
1009,광주광역시 서구 쌍촌동,대주,99.83,202307,21,2023-07-21,12,31,39,3.5,2914011800,2,"31,000",30743.30109854741
1138,광주광역시 서구 화정동,현대(859-1),53.46,202307,21,2023-07-21,11,36,42,3.5,2914011900,1,"13,100",16989.103772350587
498,광주광역시 동구 계림동,그랜드센트럴,84.9647,202307,21,2023-07-21,16,3,26,3.5,2911010900,0,"50,000",42532.00612196233
994,광주광역시 서구 마륵동,상무양우내안애,84.2343,202307,21,2023-07-21,14,3,7,3.5,2914013100,2,"51,700",41171.8241413231
6,광주광역시 광산구 도산동,송정우방아이유쉘아파트,84.9538,202307,21,2023-07-21,12,4,19,3.5,2920010200,1,"43,000",38558.7024573884
486,광주광역시 남구 행암동,효천엘에이치천년나무6단지아파트,59.89,202307,21,2023-07-21,2,7,10,3.5,2915511000,0,"22,600",31966.73498333851
744,광주광역시 북구 신용동,한양수자인리버뷰,65.6043,202307,21,2023-07-21,15,9,32,3.5,2917013000,0,"37,200",32643.763538744766
469,광주광역시 남구 진월동,진월3차삼익세라믹아파트,59.4,202307,21,2023-07-21,13,23,24,3.5,2915510800,0,"13,700",24548.41013831459
468,광주광역시 남구 진월동,진아하이빌2차,84.3979,202307,21,2023-07-21,8,19,24,3.5,2915510800,0,"31,000",32248.36586075416
202,광주광역시 광산구 쌍암동,힐스테이트리버파크,74.79,202307,21,2023-07-21,27,4,15,3.5,2920011600,0,"55,000",37104.254176364746
467,광주광역시 남구 진월동,중흥,84.84,202307,21,2023-07-21,1,31,24,3.5,2915510800,0,"14,800",25881.75239166431
745,광주광역시 북구 신용동,한양수자인리버뷰,84.3957,202307,21,2023-07-21,6,9,32,3.5,2917013000,0,"54,000",36579.20042416034
951,광주광역시 서구 금호동,중흥,59.55,202307,21,2023-07-21,10,23,41,3.5,2914013000,0,"19,000",24902.87514461251
935,광주광역시 서구 금호동,부영(마재마을),80.1864,202307,21,2023-07-21,5,23,41,3.5,2914013000,0,"21,600",29547.848529991228
1029,광주광역시 서구 쌍촌동,신천힐탑맨션,59.99,202307,21,2023-07-21,15,12,39,3.5,2914011800,2,"11,800",30851.53773321584
930,광주광역시 서구 금호동,대주파크빌,59.94,202307,21,2023-07-21,18,23,41,3.5,2914013000,0,"20,200",25526.25757548539
587,광주광역시 북구 각화동,무등파크1,59.85,202307,21,2023-07-21,3,35,25,3.5,2917011300,0,"8,400",17448.50393009791
922,광주광역시 서구 금호동,금호시영1단지,49.86,202307,21,2023-07-21,13,30,41,3.5,2914013000,0,"13,700",19259.09003293002
443,광주광역시 남구 주월동,세왕그린파크,84.86,202307,21,2023-07-21,6,21,16,3.5,2915510600,0,"15,300",31234.26106540393
185,광주광역시 광산구 신창동,신창유탑유블레스리버뷰,84.9882,202307,21,2023-07-21,8,3,38,3.5,2920011800,0,"44,900",38782.61051943572
1020,광주광역시 서구 쌍촌동,상무엘리체,84.9977,202307,21,2023-07-21,9,5,39,3.5,2914011800,2,"49,000",39990.19660765957
385,광주광역시 남구 봉선동,봉선3차한국아델리움,84.9738,202307,21,2023-07-21,2,9,39,3.5,2915511500,0,"93,000",36982.555601652246
41,광주광역시 광산구 산정동,다사로움2단지,59.9451,202307,21,2023-07-21,13,14,19,3.5,2920012700,0,"20,200",27585.56013001455
1071,광주광역시 서구 치평동,해광한신,59.99,202307,21,2023-07-21,9,25,32,3.5,2914012000,0,"20,000",23950.946985826362
295,광주광역시 광산구 월곡동,한성1차,47.54,202307,21,2023-07-21,2,35,10,3.5,2920012800,0,"13,100",13358.480069301557
49,광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,21,2023-07-21,11,15,19,3.5,2920012700,0,"28,900",32950.13412977429
363,광주광역시 남구 백운동,대흥양림스카이,59.04,202307,21,2023-07-21,8,35,13,3.5,2915510500,0,"11,700",18132.405665689148
270,광주광역시 광산구 운남동,운남진아리채리버힐즈,84.9895,202307,21,2023-07-21,13,3,31,3.5,2920012000,0,"47,500",39121.054414509796
268,광주광역시 광산구 운남동,운남주공8단지,59.41,202307,21,2023-07-21,15,23,31,3.5,2920012000,0,"18,000",23068.980865119956
1070,광주광역시 서구 치평동,해광한신,59.99,202307,21,2023-07-21,4,25,32,3.5,2914012000,0,"22,200",23620.10556538077
791,광주광역시 북구 오치동,삼익,84.98,202307,21,2023-07-21,3,32,23,3.5,2917011500,0,"15,700",25012.34822974913
690,광주광역시 북구 본촌동,힐스테이트본촌,84.9976,202307,21,2023-07-21,10,4,15,3.5,2917012600,0,"48,500",39511.20157722989
812,광주광역시 북구 용두동,첨단용두산이고운아파트,84.9607,202307,21,2023-07-21,13,5,11,3.5,2917013100,0,"44,000",39204.000467788894
782,광주광역시 북구 연제동,힐스테이트연제,84.9934,202307,22,2023-07-22,17,3,21,3.5,2917012900,0,"50,900",40467.787007126026
781,광주광역시 북구 연제동,힐스테이트연제,84.9934,202307,22,2023-07-22,17,3,21,3.5,2917012900,0,"50,900",40467.787007126026
434,광주광역시 남구 임암동,효천시티프라디움,84.9948,202307,22,2023-07-22,5,4,13,3.5,2915511100,0,"46,000",39717.78621038841
897,광주광역시 북구 임동,주공,59.91,202307,22,2023-07-22,15,18,9,3.5,2917010500,0,"18,400",26788.314526684117
559,광주광역시 동구 학동,무등산아이파크,101.8442,202307,22,2023-07-22,16,6,20,3.5,2911012200,2,"84,800",45105.299766566604
50,광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,22,2023-07-22,13,15,19,3.5,2920012700,0,"32,500",33082.47069795197
450,광주광역시 남구 주월동,호반힐하임,84.9399,202307,22,2023-07-22,15,9,16,3.5,2915510600,0,"49,500",37859.07488359418
265,광주광역시 광산구 운남동,운남주공7단지,49.83,202307,22,2023-07-22,8,22,31,3.5,2920012000,0,"16,500",20796.725201439578
604,광주광역시 북구 동림동,동림푸른주공3,59.99,202307,22,2023-07-22,10,26,22,3.5,2917010800,0,"15,450",22456.296868477017
610,광주광역시 북구 동림동,삼익,59.97,202307,22,2023-07-22,9,27,22,3.5,2917010800,0,"11,055",21884.470058562234
208,광주광역시 광산구 우산동,동산아파트,59.61,202307,22,2023-07-22,12,32,35,3.5,2920010900,0,"13,600",18407.360975835007
575,광주광역시 북구 각화동,각화골드클래스,59.9889,202307,22,2023-07-22,13,6,25,3.5,2917011300,0,"26,000",32667.92671386432
780,광주광역시 북구 연제동,힐스테이트연제,84.9934,202307,22,2023-07-22,17,3,21,3.5,2917012900,0,"50,900",40467.787007126026
883,광주광역시 북구 일곡동,청솔4차,48.45,202307,22,2023-07-22,4,22,30,3.5,2917012700,0,"10,000",21271.035834174603
942,광주광역시 서구 금호동,종원팰리스빌,84.9831,202307,22,2023-07-22,1,21,41,3.5,2914013000,0,"28,200",31441.420120988507
938,광주광역시 서구 금호동,이지더원,84.9493,202307,22,2023-07-22,13,17,41,3.5,2914013000,0,"29,700",34230.6343646436
302,광주광역시 광산구 장덕동,골드클래스,59.9817,202307,22,2023-07-22,2,10,30,3.5,2920012300,0,"29,000",28858.45499414066
1040,광주광역시 서구 유촌동,상무버들마을주공2,59.97,202307,22,2023-07-22,15,24,7,3.5,2914011600,0,"17,400",24870.400471371133
1038,광주광역시 서구 양동,양동CENTRALVIEW,74.9,202307,22,2023-07-22,10,13,3,3.5,2914010400,1,"32,900",33653.288148235995
266,광주광역시 광산구 운남동,운남주공7단지,59.29,202307,22,2023-07-22,1,22,31,3.5,2920012000,0,"17,600",22614.52684410382
470,광주광역시 남구 진월동,한국아델리움2차,84.1058,202307,22,2023-07-22,17,12,24,3.5,2915510800,0,"53,000",36279.30285745859
376,광주광역시 남구 봉선동,남양휴튼1차,129.3502,202307,22,2023-07-22,6,14,39,3.5,2915511500,0,"97,000",45443.012480231
471,광주광역시 남구 진월동,한신1,84.87,202307,22,2023-07-22,3,27,24,3.5,2915510800,0,"24,500",28024.667145431507
821,광주광역시 북구 용봉동,대주파크빌2,84.9843,202307,22,2023-07-22,6,20,19,3.5,2917010700,0,"22,500",31226.41532784188
666,광주광역시 북구 문흥동,라인,59.97,202307,22,2023-07-22,11,29,26,3.5,2917011200,0,"14,500",21010.78556730738
1084,광주광역시 서구 풍암동,부영APT(신암마을),80.1864,202307,22,2023-07-22,1,23,26,3.5,2914012800,0,"22,800",29299.019108243287
110,광주광역시 광산구 수완동,우미린2차,84.835,202307,22,2023-07-22,21,15,17,3.5,2920011400,0,"51,000",33618.049013305455
514,광주광역시 동구 산수동,두암그린파크,84.99,202307,22,2023-07-22,3,28,7,3.5,2911011000,0,"17,500",29176.957328603137
1034,광주광역시 서구 쌍촌동,현대,84.42,202307,22,2023-07-22,8,26,39,3.5,2914011800,2,"28,800",29267.174916767515
109,광주광역시 광산구 수완동,우미린2차,84.9547,202307,22,2023-07-22,10,15,17,3.5,2920011400,0,"50,000",32919.05975533137
526,광주광역시 동구 소태동,온세계아이조움,84.9453,202307,22,2023-07-22,15,17,9,3.5,2911011900,1,"33,800",35466.972239788156
407,광주광역시 남구 봉선동,포스코더샵,59.89,202307,22,2023-07-22,4,19,39,3.5,2915511500,0,"37,500",26058.36600787239
704,광주광역시 북구 삼각동,삼각동그린타운,59.82,202307,22,2023-07-22,7,26,15,3.5,2917011600,0,"13,800",22223.876731656026
231,광주광역시 광산구 우산동,우산동중흥s-클래스리버티,74.9629,202307,22,2023-07-22,10,8,35,3.5,2920010900,0,"35,000",33996.958198524546
61,광주광역시 광산구 선암동,선운지구다사로움,49.7426,202307,22,2023-07-22,14,8,6,3.5,2920010700,0,"23,000",28211.118651180528
92,광주광역시 광산구 송정동,보라맨션,74.25,202307,22,2023-07-22,7,32,17,3.5,2920010100,2,"13,000",21625.70462535834
178,광주광역시 광산구 신창동,신창5차호반베르디움,84.976,202307,22,2023-07-22,5,18,38,3.5,2920011800,0,"38,700",31068.621642141137
272,광주광역시 광산구 월계동,벽산,84.99,202307,22,2023-07-22,14,25,18,3.5,2920011500,0,"29,000",28182.795596700627
842,광주광역시 북구 운암동,벽산블루밍메가씨티1단지,120.6054,202307,22,2023-07-22,8,15,21,3.5,2917010900,0,"52,000",42449.65932762949
809,광주광역시 북구 용두동,양산진아리채,83.2578,202307,22,2023-07-22,11,7,11,3.5,2917013100,0,"36,000",37659.39113666257
541,광주광역시 동구 용산동,광주용산지구2BL계룡리슈빌더포레스트아파트,106.6583,202307,22,2023-07-22,6,4,18,3.5,2911012600,1,"67,500",46608.017298272345
291,광주광역시 광산구 월곡동,운남주공10단지,59.92,202307,22,2023-07-22,12,20,10,3.5,2920012800,0,"20,000",24517.75051701907
191,광주광역시 광산구 쌍암동,쌍암중흥에스-클래스리버시티,76.9179,202307,22,2023-07-22,11,6,15,3.5,2920011600,0,"43,500",35556.965059487615
310,광주광역시 광산구 장덕동,성덕마을대방노블랜드3차,156.5054,202307,22,2023-07-22,13,12,30,3.5,2920012300,0,"104,000",51858.26949259592
290,광주광역시 광산구 월곡동,운남주공10단지,59.92,202307,22,2023-07-22,12,20,10,3.5,2920012800,0,"19,700",24517.75051701907
691,광주광역시 북구 본촌동,힐스테이트본촌,84.9976,202307,22,2023-07-22,6,4,15,3.5,2917012600,0,"45,000",39246.528440874536
746,광주광역시 북구 신용동,한양수자인리버뷰,65.6043,202307,22,2023-07-22,11,9,32,3.5,2917013000,0,"37,800",32379.090402388945
42,광주광역시 광산구 산정동,다사로움2단지,59.9368,202307,22,2023-07-22,8,14,19,3.5,2920012700,0,"23,000",27252.717427229043
442,광주광역시 남구 주월동,봉선로남해오네뜨,84.8298,202307,23,2023-07-23,3,5,16,3.5,2915510600,0,"56,500",39041.852978684474
357,광주광역시 남구 방림동,삼일,78.18,202307,23,2023-07-23,1,43,8,3.5,2915511400,0,"33,000",18282.47986986488
866,광주광역시 북구 일곡동,동아2,99.86,202307,23,2023-07-23,4,23,30,3.5,2917012700,0,"35,000",33166.09426787263
248,광주광역시 광산구 운남동,삼성,84.92,202307,23,2023-07-23,9,27,31,3.5,2920012000,0,"20,900",26819.55574276345
981,광주광역시 서구 동천동,우미린,146.5431,202307,23,2023-07-23,5,16,14,3.5,2914013300,0,"79,000",49081.803021896165
131,광주광역시 광산구 신가동,수완진아리채1차,68.7848,202307,23,2023-07-23,5,11,35,3.5,2920011900,0,"42,000",30673.59802224906
967,광주광역시 서구 농성동,농성SKVIEWCentral,74.9651,202307,23,2023-07-23,3,4,12,3.5,2914010600,2,"44,800",37703.797606361564
170,광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,23,2023-07-23,5,17,38,3.5,2920011800,0,"20,200",25486.523959643673
560,광주광역시 동구 학동,무등산아이파크,84.8412,202307,23,2023-07-23,25,6,20,3.5,2911012200,2,"63,000",41601.07894590683
561,광주광역시 동구 학동,무등산아이파크,74.9979,202307,23,2023-07-23,17,6,20,3.5,2911012200,2,"52,500",38698.33237672085
562,광주광역시 동구 학동,무등산아이파크,74.9979,202307,23,2023-07-23,17,6,20,3.5,2911012200,2,"52,500",38698.33237672085
148,광주광역시 광산구 신가동,호반리젠시빌1차,84.0624,202307,23,2023-07-23,2,22,35,3.5,2920011900,0,"28,000",28649.605192860123
256,광주광역시 광산구 운남동,운남주공3단지,37.67,202307,23,2023-07-23,7,27,31,3.5,2920012000,0,"8,700",15294.376935862936
312,광주광역시 광산구 장덕동,수완GS자이,147.815,202307,23,2023-07-23,2,15,30,3.5,2920012300,0,"86,000",47532.49494554708
460,광주광역시 남구 진월동,신흥타운3,49.95,202307,23,2023-07-23,9,36,24,3.5,2915510800,0,"10,250",15494.298490589485
8,광주광역시 광산구 도산동,우방아이유쉘,59.8407,202307,23,2023-07-23,10,7,19,3.5,2920010200,1,"23,000",30868.628070655745
912,광주광역시 서구 광천동,e편한세상,84.8921,202307,23,2023-07-23,6,13,9,3.5,2914011500,0,"53,000",35791.19211895764
29,광주광역시 광산구 산월동,부영그린타운,84.8512,202307,23,2023-07-23,14,18,17,3.5,2920011700,0,"30,500",31656.161573250778
1026,광주광역시 서구 쌍촌동,상무한국아델리움,84.953,202307,23,2023-07-23,15,4,39,3.5,2914011800,2,"45,000",40877.26448049862
1110,광주광역시 서구 화정동,더샵염주센트럴파크,76.9612,202307,23,2023-07-23,21,1,42,3.5,2914011900,1,"64,000",40846.622836256865
341,광주광역시 광산구 흑석동,수완센트럴시티서희스타힐스,72.9919,202307,24,2023-07-24,11,2,6,3.5,2920012400,0,"35,000",36622.85684724338
505,광주광역시 동구 계림동,두산위브2차,39.862,202307,24,2023-07-24,7,5,26,3.5,2911010900,0,"17,300",30059.73045105813
1140,광주광역시 서구 화정동,화정동고운하이플러스,84.2401,202307,24,2023-07-24,3,9,42,3.5,2914011900,1,"30,900",37403.980841545854
179,광주광역시 광산구 신창동,신창동모아미래도,36.45,202307,24,2023-07-24,12,23,38,3.5,2920011800,0,"6,000",17327.10957830539
320,광주광역시 광산구 장덕동,수완루아채,84.2801,202307,24,2023-07-24,4,15,30,3.5,2920012300,0,"36,500",32345.400987735484
1033,광주광역시 서구 쌍촌동,중흥에스-클래스,84.9608,202307,24,2023-07-24,1,17,39,3.5,2914011800,2,"45,000",33441.91916279076
577,광주광역시 북구 각화동,각화골드클래스,84.9701,202307,24,2023-07-24,17,6,25,3.5,2917011300,0,"37,400",38956.02568162698
351,광주광역시 남구 방림동,라인효친2,84.96,202307,24,2023-07-24,4,34,8,3.5,2915511400,0,"18,500",24623.29259266937
98,광주광역시 광산구 수완동,광주수완6차대방노블랜드,115.9435,202307,24,2023-07-24,6,10,17,3.5,2920011400,0,"83,000",42630.53586912854
149,광주광역시 광산구 신가동,호반리젠시빌2차,84.0624,202307,24,2023-07-24,6,22,35,3.5,2920011900,0,"23,000",28914.27832921641
952,광주광역시 서구 금호동,중흥,59.55,202307,24,2023-07-24,17,23,41,3.5,2914013000,0,"19,000",25366.053133234847
459,광주광역시 남구 진월동,새한,84.46,202307,24,2023-07-24,10,25,24,3.5,2915510800,0,"33,000",29390.65892628953
576,광주광역시 북구 각화동,각화골드클래스,84.9701,202307,24,2023-07-24,25,6,25,3.5,2917011300,0,"38,500",39485.37195433909
455,광주광역시 남구 진월동,금광하늘연가,130.8746,202307,24,2023-07-24,11,18,24,3.5,2915510800,0,"60,000",44154.09228713531
350,광주광역시 남구 방림동,광명그린,59.98,202307,24,2023-07-24,5,35,8,3.5,2915511400,0,"10,400",18165.488228636328
143,광주광역시 광산구 신가동,중흥S클래스1단지,84.9264,202307,24,2023-07-24,3,14,35,3.5,2920011900,0,"45,500",32930.789004951715
715,광주광역시 북구 신안동,남양파크,59.76,202307,24,2023-07-24,3,28,3,3.5,2917010600,0,"9,700",20956.039007387124
678,광주광역시 북구 문흥동,중흥파크맨션2,59.965,202307,24,2023-07-24,3,29,26,3.5,2917011200,0,"11,900",20480.233702823985
844,광주광역시 북구 운암동,벽산블루밍메가씨티2단지,152.796,202307,24,2023-07-24,25,15,21,3.5,2917010900,0,"57,800",51336.2646517409
847,광주광역시 북구 운암동,벽산블루밍메가씨티3단지,84.7489,202307,24,2023-07-24,10,15,21,3.5,2917010900,0,"35,700",33936.33562633116
196,광주광역시 광산구 쌍암동,첨단센트럴파크2차,41.83,202307,24,2023-07-24,7,5,15,3.5,2920011600,0,"14,000",27332.79137947969
370,광주광역시 남구 백운동,힐스테이트백운,84.9959,202307,24,2023-07-24,15,7,13,3.5,2915510500,0,"48,000",38877.43999034492
399,광주광역시 남구 봉선동,주월동이지더원3단지,84.9381,202307,24,2023-07-24,6,11,39,3.5,2915511500,0,"40,000",36236.94849528
1060,광주광역시 서구 치평동,상무1차우미,59.76,202307,24,2023-07-24,2,25,32,3.5,2914012000,0,"16,900",23432.311775723938
631,광주광역시 북구 두암동,반석힐라아파트,31.77,202307,24,2023-07-24,8,23,28,3.5,2917011400,0,"4,000",17015.58570641186
642,광주광역시 북구 두암동,주공3,41.85,202307,24,2023-07-24,6,29,28,3.5,2917011400,0,"6,500",16308.705196718685
418,광주광역시 남구 압촌동,에너지밸리풍경채퍼스트파크,84.9284,202307,24,2023-07-24,1,1,3,3.5,2915512100,0,"34,000",40949.7691960833
412,광주광역시 남구 서동,서동영무예다음,84.9771,202307,24,2023-07-24,3,6,3,3.5,2915510300,0,"33,900",38590.30998970708
1113,광주광역시 서구 화정동,럭키,52.56,202307,24,2023-07-24,4,38,42,3.5,2914011900,1,"18,000",15307.246947413776
415,광주광역시 남구 송하동,삼익,59.97,202307,24,2023-07-24,11,26,3,3.5,2915511200,0,"12,700",23072.941013181116
904,광주광역시 북구 중흥동,모아1,84.99,202307,24,2023-07-24,9,32,7,3.5,2917010100,0,"22,000",25429.092690601945
677,광주광역시 북구 문흥동,중흥파크맨션1,84.99,202307,24,2023-07-24,8,29,26,3.5,2917011200,0,"18,500",26845.0619385927
1058,광주광역시 서구 치평동,라인동산,59.87,202307,24,2023-07-24,19,24,32,3.5,2914012000,0,"27,400",25084.531782945152
324,광주광역시 광산구 장덕동,수완지구호반베르디움2차,84.9462,202307,24,2023-07-24,2,10,30,3.5,2920012300,0,"43,100",34877.85414903099
891,광주광역시 북구 임동,대보맨션,59.28,202307,24,2023-07-24,3,31,9,3.5,2917010500,0,"9,500",19331.520490808878
868,광주광역시 북구 일곡동,벽산,71.074,202307,25,2023-07-25,8,26,30,3.5,2917012700,0,"20,500",24987.42598231742
51,광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,25,2023-07-25,19,15,19,3.5,2920012700,0,"27,900",33479.48040248593
837,광주광역시 북구 용봉동,현대3,84.97,202307,25,2023-07-25,15,24,19,3.5,2917010700,0,"20,300",29815.137257216033
426,광주광역시 남구 임암동,효천1중흥에스-클래스에코파크,84.9772,202307,25,2023-07-25,2,4,13,3.5,2915511100,0,"49,500",39515.037675086875
237,광주광역시 광산구 우산동,하남주공(2단지),38.64,202307,25,2023-07-25,11,32,35,3.5,2920010900,0,"7,250",13284.940802942496
282,광주광역시 광산구 월계동,첨단두산2,59.997,202307,25,2023-07-25,5,27,18,3.5,2920011500,0,"19,900",20559.33769443212
423,광주광역시 남구 임암동,효천1중흥에스-클래스에코시티,84.9772,202307,25,2023-07-25,12,4,13,3.5,2915511100,0,"50,400",40176.720515976194
233,광주광역시 광산구 우산동,제일파크맨션,75.18,202307,25,2023-07-25,3,31,35,3.5,2920010900,0,"15,000",22066.895353582222
1035,광주광역시 서구 쌍촌동,현대,133.89,202307,25,2023-07-25,9,26,39,3.5,2914011800,2,"41,000",41261.46818603296
857,광주광역시 북구 운암동,일신2,59.82,202307,25,2023-07-25,5,32,21,3.5,2917010900,0,"10,200",19080.46416582074
699,광주광역시 북구 북동,정한파인시티,47.3,202307,25,2023-07-25,14,6,4,3.5,2917010400,0,"24,000",29696.970837652683
648,광주광역시 북구 매곡동,공간빌리지,59.94,202307,25,2023-07-25,6,32,8,3.5,2917011700,0,"8,800",19188.950415920932
834,광주광역시 북구 용봉동,한신,128.84,202307,25,2023-07-25,12,31,19,3.5,2917010700,0,"20,000",36688.64149509417
875,광주광역시 북구 일곡동,청솔,48.45,202307,25,2023-07-25,2,23,30,3.5,2917012700,0,"9,700",20637.863107256126
808,광주광역시 북구 용두동,미래하이클래스,59.9697,202307,25,2023-07-25,12,6,11,3.5,2917013100,0,"22,000",32611.207233680878
826,광주광역시 북구 용봉동,쌍용예가,114.1204,202307,25,2023-07-25,12,17,19,3.5,2917010700,0,"55,000",40151.181990112644
594,광주광역시 북구 각화동,힐스테이트각화,59.9809,202307,25,2023-07-25,25,5,25,3.5,2917011300,0,"33,500",33960.85333483899
588,광주광역시 북구 각화동,무등파크1,59.85,202307,25,2023-07-25,6,35,25,3.5,2917011300,0,"11,000",17647.008782364428
136,광주광역시 광산구 신가동,우미이노스빌,59.8276,202307,25,2023-07-25,10,21,35,3.5,2920011900,0,"21,000",23836.33253252413
923,광주광역시 서구 금호동,금호시영5단지,59.82,202307,25,2023-07-25,3,29,41,3.5,2914013000,0,"12,200",21499.78215919761
321,광주광역시 광산구 장덕동,수완루아채,84.2801,202307,25,2023-07-25,12,15,30,3.5,2920012300,0,"34,000",32874.747260447126
340,광주광역시 광산구 하남동,하남3지구모아엘가,84.9966,202307,25,2023-07-25,21,5,12,3.5,2920012500,0,"45,400",38670.240093934815
786,광주광역시 북구 오치동,금호타운,84.94,202307,25,2023-07-25,2,28,23,3.5,2917011500,0,"19,500",26939.87984645134
175,광주광역시 광산구 신창동,신창5차부영사랑으로,84.9931,202307,25,2023-07-25,10,17,38,3.5,2920011800,0,"35,000",31904.422345184255
785,광주광역시 북구 오치동,금호타운,84.94,202307,25,2023-07-25,2,28,23,3.5,2917011500,0,"19,500",26939.87984645134
359,광주광역시 남구 백운동,대흥백운스카이,59.94,202307,25,2023-07-25,1,28,13,3.5,2915510500,0,"10,500",21392.087307081558
284,광주광역시 광산구 월계동,첨단라인1,60.0,202307,25,2023-07-25,5,28,18,3.5,2920011500,0,"25,200",20059.224890754558
611,광주광역시 북구 동림동,삼호가든,124.92,202307,25,2023-07-25,11,18,22,3.5,2917010800,0,"27,200",42184.969164504204
708,광주광역시 북구 삼각동,삼각동서라,59.965,202307,25,2023-07-25,11,28,15,3.5,2917011600,0,"13,400",21521.839711898006
524,광주광역시 동구 소태동,무등산골드클래스,59.9834,202307,25,2023-07-25,10,5,9,3.5,2911011900,1,"34,900",35127.39247705927
722,광주광역시 북구 신용동,광주첨단2지구사랑으로부영,60.4624,202307,25,2023-07-25,18,10,32,3.5,2917013000,0,"27,800",31101.625766508747
296,광주광역시 광산구 월곡동,한성1차,49.32,202307,25,2023-07-25,3,35,10,3.5,2920012800,0,"13,600",13853.839023970999
121,광주광역시 광산구 신가동,수완대성베르힐,84.9888,202307,25,2023-07-25,16,10,35,3.5,2920011900,0,"52,000",35809.367118375376
1106,광주광역시 서구 화정동,대주,118.63,202307,25,2023-07-25,9,31,42,3.5,2914011900,1,"26,400",35074.63114491198
158,광주광역시 광산구 신창동,신창2차부영,84.7886,202307,25,2023-07-25,1,18,38,3.5,2920011800,0,"29,000",30758.762926197145
643,광주광역시 북구 두암동,주공3,41.85,202307,25,2023-07-25,2,29,28,3.5,2917011400,0,"7,700",16044.032060362864
813,광주광역시 북구 용두동,첨단용두산이고운아파트,84.9607,202307,26,2023-07-26,13,5,11,3.5,2917013100,0,"43,000",39204.000467788894
59,광주광역시 광산구 선암동,광주선운지구이지더원3단지,72.6814,202307,26,2023-07-26,11,7,6,3.5,2920010700,0,"37,000",34044.415662323125
709,광주광역시 북구 삼각동,삼각동서라,59.965,202307,26,2023-07-26,19,28,15,3.5,2917011600,0,"14,300",22051.18598460965
499,광주광역시 동구 계림동,그랜드센트럴,39.8652,202307,26,2023-07-26,18,3,26,3.5,2911010900,0,"28,500",31790.025472251233
1008,광주광역시 서구 쌍촌동,광천모아엘가,72.9746,202307,26,2023-07-26,19,2,39,3.5,2914011800,2,"39,800",39255.39783968264
986,광주광역시 서구 동천동,호반베르디움,84.858,202307,26,2023-07-26,11,15,14,3.5,2914013300,0,"50,000",35106.239090888295
74,광주광역시 광산구 소촌동,삼라,59.94,202307,26,2023-07-26,1,26,17,3.5,2920010800,0,"36,000",20783.058341210242
355,광주광역시 남구 방림동,무등산센트럴파크,84.82,202307,26,2023-07-26,16,14,8,3.5,2915511400,0,"38,900",35400.27860694798
