,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,기지개 켜는 광주 청약시장···훈풍 이어질까,"""대박이냐, 쪽박이냐""···광주 지주택만 71곳, 주의점은?",광주 아파트 매매 수급지수 다시 80선으로,“지금이 가장 싸다?”···되살아나는 광주 분양권 거래,"광주 주택시장, 하락폭 축소에도 역전세·깡통전세에 불확실성 우려","광주 주택시장 하락세 진정···한은 ""불확실성은 여전""",광주 고점 대비 낙폭 큰 아파트 봉선동서 나왔다,"광주 아파트 '살 사람이 없다', 매매수급지수 하락",아파트 한 채 값 15억···광주 '그사세' 동네?,광주 경매시장 점차 활기···아파트 낙찰률 40% 넘어,기지개 켜는 광주 청약시장···훈풍 이어질까,"""대박이냐, 쪽박이냐""···광주 지주택만 71곳, 주의점은?",광주 아파트 매매 수급지수 다시 80선으로,“지금이 가장 싸다?”···되살아나는 광주 분양권 거래,"광주 주택시장, 하락폭 축소에도 역전세·깡통전세에 불확실성 우려","광주 주택시장 하락세 진정···한은 ""불확실성은 여전""",광주 고점 대비 낙폭 큰 아파트 봉선동서 나왔다,"광주 아파트 '살 사람이 없다', 매매수급지수 하락",아파트 한 채 값 15억···광주 '그사세' 동네?,광주 경매시장 점차 활기···아파트 낙찰률 40% 넘어,'될성부른 단지'만 청약흥행···광주 상반기 옥석가리기 심화,"""평당 3천만원"" 상무 센트럴자이, 광주서 통했다",1분기 광주 건설사 35곳 폐업신고···줄도산 공포 확산,"광주 미분양 줄었지만···""악성 늘고 거래량 줄고""","'3천만원대' 상무센트럴 자이, 성적표에 '주목'","""광주 아파트 비싼 이유""···신규분양 물량 100명당 1가구꼴",올해 광주 아파트 매매 '신축 선호' 두드러졌다,"5월 3주, 광주를 달군 부동산 이슈는?","5월 2주, 광주를 달군 부동산 이슈는?",“더 떨어질 거 같아서”… 광주 아파트 경매시장에 쌓이는 매물,침체기일수록 '입지'···광주 상무센트럴자이 등 단지 분양 잇따라,"""불황에 강하다더니"" 광주 중소형아파트의 배신?"
